revid_ctxt,date,rev_time,editor,link,rev_id,token_id,pos,in,out,action,duplicated,left,token,right,nationality,birth_place,Link,Bulk,ali comment,fabian_comment,cluster_4,cluster_10
205473583,2008-04-01,2008-04-19 02:00:42,95903,http://en.wikipedia.org/w/index.php?&diff=206614281,206614281,6258,3538,0,2734,out,TRUE, . < ref > [ http : / / www . scotlandontv . tv /,scotland, _ on _ tv / video . html ? vxsiteid = 60fdd544 - 9c52,N,N,N,Y,,,34,44
205473583,2008-04-01,2008-04-19 02:00:42,95903,http://en.wikipedia.org/w/index.php?&diff=206614281,206614281,9759,5569,0,2734,out,TRUE, ] * [ http : / / www . virtualscotland . co . uk /,scotland, _ articles / famous - scots / john - logie - baird . htm,N,N,N,Y,,,34,44
205473583,2008-04-01,2008-04-19 02:00:42,95903,http://en.wikipedia.org/w/index.php?&diff=206614281,206614281,9780,5590,0,2734,out,TRUE, scots / john - logie - baird . htm john logie baird biography at virtual,scotland, ] * [ http : / / www . google . com / patents,N,N,N,Y,,,34,44
205473583,2008-04-01,2008-04-19 02:00:42,95903,http://en.wikipedia.org/w/index.php?&diff=206614281,206614281,9968,5778,0,2734,out,TRUE," place of birth = [[ helensburgh ]] , [[ argyll and bute ]] , [[",scotland," ]] | date of death = [[ june 14 ]] , [[ 1946 ]]",N,Y,N,Y,,,34,44
212231905,2008-05-01,2008-05-14 10:09:19,0|61.0.161.42,http://en.wikipedia.org/w/index.php?&diff=212318844,212318844,7728,1001,0,1442,out,TRUE, . < ref > [ http : / / www . scotlandontv . tv /,scotland, _ on _ tv / video . html ? vxsiteid = 60fdd544 - 9c52,N,N,N,Y,,,-1,-1
212318972,2008-05-01,2008-05-14 10:10:34,4049320,http://en.wikipedia.org/w/index.php?&diff=212318972,212318972,7728,1001,1442,0,rein,TRUE, . < ref > [ http : / / www . scotlandontv . tv /,scotland, _ on _ tv / video . html ? vxsiteid = 60fdd544 - 9c52,N,N,N,Y,,,-1,-1
532618559,2013-01-01,1/12/13 02:51,394460,http://en.wikipedia.org/w/index.php?&diff=532639091,532639091,17616,171,0,3,out,FALSE," | residence = [[ scotland ]] , [[ england ]] | nationality = scottish (",british, ) | other _ names = | citizenship = united kingdom | education =,Y,N,N,N,Cleaning,,110,124
213471427,2008-05-01,2008-05-19 14:24:16,2796168,http://en.wikipedia.org/w/index.php?&diff=213471427,213471427,10560,77,116,5,in,TRUE," ]] | birth _ place = [[ helensburgh ]] , [[ argyll ]] , [[",scotland, ]] | death _ date = [[ june 14 ]] [[ 1946 ]] |,N,Y,N,Y,,,-1,8
532646982,2013-01-01,1/12/13 04:08,17930338,http://en.wikipedia.org/w/index.php?&diff=532646982,532646982,17616,171,3,0,rein,FALSE," | residence = [[ scotland ]] , [[ england ]] | nationality = scottish (",british, ) | other _ names = | citizenship = united kingdom | education =,Y,N,N,N,,,110,124
238967307,2008-09-01,2008-09-17 06:00:25,6683876,http://en.wikipedia.org/w/index.php?&diff=238967365,238967365,7728,1122,0,1568,out,TRUE, . < ref > [ http : / / www . scotlandontv . tv /,scotland, _ on _ tv / video . html ? vxsiteid = 60fdd544 - 9c52,N,N,N,Y,,,-1,-1
238967442,2008-09-01,2008-09-17 06:01:20,7807854,http://en.wikipedia.org/w/index.php?&diff=238967442,238967442,7728,1122,2323,0,rein,TRUE, . < ref > [ http : / / www . scotlandontv . tv /,scotland, _ on _ tv / video . html ? vxsiteid = 60fdd544 - 9c52,N,N,N,Y,,,-1,-1
242531956,2008-10-01,2008-10-05 23:48:34,0|71.203.145.3,http://en.wikipedia.org/w/index.php?&diff=243302965,243302965,7728,1122,1,847,out,TRUE, . < ref > [ http : / / www . scotlandontv . tv /,scotland, _ on _ tv / video . html ? vxsiteid = 60fdd544 - 9c52,N,N,N,Y,,,40,-1
243303002,2008-10-01,2008-10-05 23:48:46,1064243,http://en.wikipedia.org/w/index.php?&diff=243303002,243303002,7728,1122,847,1,rein,TRUE, . < ref > [ http : / / www . scotlandontv . tv /,scotland, _ on _ tv / video . html ? vxsiteid = 60fdd544 - 9c52,N,N,N,Y,,,-1,-1
532647435,2013-01-01,1/12/13 15:02,394460,http://en.wikipedia.org/w/index.php?&diff=532706819,532706819,17616,171,0,3,out,FALSE," | residence = [[ scotland ]] , [[ england ]] | nationality = scottish (",british, ) | other _ names = | citizenship = united kingdom | education =,Y,N,N,N,Cleaning,,110,124
244285176,2008-10-01,2008-10-10 02:48:52,0|70.18.39.197,http://en.wikipedia.org/w/index.php?&diff=244285591,244285591,10,238,25,22,out,TRUE," invention ]] . baird was born in [[ helensburgh ]] , [[ dunbartonshire ]] ,",scotland, . he was educated at [[ larchfield academy ]] ( now part of [[,N,Y,N,N,,,53,77
244285176,2008-10-01,2008-10-10 02:48:52,0|70.18.39.197,http://en.wikipedia.org/w/index.php?&diff=244285591,244285591,2162,265,25,22,out,TRUE," part of [[ lomond school ]] ) , helensburgh ; the glasgow and west of",scotland, technical college ( which later became the [[ university of strathclyde ]] ) ;,N,N,N,N,,,-1,-1
244288237,2008-10-01,2008-10-10 03:05:23,0|70.18.39.197,http://en.wikipedia.org/w/index.php?&diff=244288237,244288237,11182,215,36,72,in,TRUE," place in television ' s invention . baird was born in helensburgh , argyll ,",scotland, . he was educated at larchfield academy ( now part of lomond school ),N,Y,N,Y,,,-1,-1
244288237,2008-10-01,2008-10-10 03:05:23,0|70.18.39.197,http://en.wikipedia.org/w/index.php?&diff=244288237,244288237,11188,238,36,72,in,TRUE," ( now part of lomond school ) , helensburgh ; the glasgow and west of",scotland, technical college ( which later became the university of strathclyde ) ; and the,N,N,N,Y,,,-1,-1
249233690,2008-11-01,2008-11-04 16:41:07,0|122.169.1.106,http://en.wikipedia.org/w/index.php?&diff=249668442,249668442,10560,59,0,1209,out,TRUE," august 1888 | birth _ place = [[ helensburgh ]] , [[ dunbartonshire ]] ,",scotland, | death _ date = 14 june 1946 | death _ place = [[,N,Y,N,Y,,,2,4
249233690,2008-11-01,2008-11-04 16:41:07,0|122.169.1.106,http://en.wikipedia.org/w/index.php?&diff=249668442,249668442,5113,3148,0,1209,out,TRUE, ] * [ http : / / www . virtualscotland . co . uk /,scotland, _ articles / famous - scots / john - logie - baird . htm,N,N,N,Y,,,-1,-1
249233690,2008-11-01,2008-11-04 16:41:07,0|122.169.1.106,http://en.wikipedia.org/w/index.php?&diff=249668442,249668442,5134,3169,0,1209,out,TRUE, scots / john - logie - baird . htm john logie baird biography at virtual,scotland, ] * [ http : / / www . google . com / patents,N,N,N,Y,,,-1,-1
249233690,2008-11-01,2008-11-04 16:41:07,0|122.169.1.106,http://en.wikipedia.org/w/index.php?&diff=249668442,249668442,2513,3343,0,1209,out,TRUE," | place of birth = [[ helensburgh ]] , [[ argyll and bute ]] ,",scotland, | date of death = 14 june 1946 | place of death = [[,N,Y,N,Y,,,-1,-1
249668669,2008-11-01,2008-11-04 16:42:12,7556322,http://en.wikipedia.org/w/index.php?&diff=249668669,249668669,10560,59,1209,0,rein,TRUE," august 1888 | birth _ place = [[ helensburgh ]] , [[ dunbartonshire ]] ,",scotland, | death _ date = 14 june 1946 | death _ place = [[,N,Y,N,Y,,,2,4
249668669,2008-11-01,2008-11-04 16:42:12,7556322,http://en.wikipedia.org/w/index.php?&diff=249668669,249668669,5113,3148,1209,0,rein,TRUE, ] * [ http : / / www . virtualscotland . co . uk /,scotland, _ articles / famous - scots / john - logie - baird . htm,N,N,N,Y,,,-1,-1
249668669,2008-11-01,2008-11-04 16:42:12,7556322,http://en.wikipedia.org/w/index.php?&diff=249668669,249668669,5134,3169,1209,0,rein,TRUE, scots / john - logie - baird . htm john logie baird biography at virtual,scotland, ] * [ http : / / www . google . com / patents,N,N,N,Y,,,-1,-1
249668669,2008-11-01,2008-11-04 16:42:12,7556322,http://en.wikipedia.org/w/index.php?&diff=249668669,249668669,2513,3343,1209,0,rein,TRUE," | place of birth = [[ helensburgh ]] , [[ argyll and bute ]] ,",scotland, | date of death = 14 june 1946 | place of death = [[,N,Y,N,Y,,,-1,-1
256381573,2008-12-01,2008-12-07 19:29:59,0|92.4.41.65,http://en.wikipedia.org/w/index.php?&diff=256466779,256466779,7728,1084,0,842,out,TRUE, . < ref > [ http : / / www . scotlandontv . tv /,scotland, _ on _ tv / video . html ? vxsiteid = 60fdd544 - 9c52,N,N,N,Y,,,-1,-1
256466835,2008-12-01,2008-12-07 19:30:12,1157604,http://en.wikipedia.org/w/index.php?&diff=256466835,256466835,7728,1084,842,0,rein,TRUE, . < ref > [ http : / / www . scotlandontv . tv /,scotland, _ on _ tv / video . html ? vxsiteid = 60fdd544 - 9c52,N,N,N,Y,,,-1,-1
269354606,2009-02-01,2009-02-09 18:57:55,0|62.56.65.72,http://en.wikipedia.org/w/index.php?&diff=269588921,269588921,7728,1106,243,1684,out,TRUE, . < ref > [ http : / / www . scotlandontv . tv /,scotland, _ on _ tv / video . html ? vxsiteid = 60fdd544 - 9c52,N,N,N,Y,,,-1,-1
269588963,2009-02-01,2009-02-09 18:58:11,5989171,http://en.wikipedia.org/w/index.php?&diff=269588963,269588963,7728,1106,1684,243,rein,TRUE, . < ref > [ http : / / www . scotlandontv . tv /,scotland, _ on _ tv / video . html ? vxsiteid = 60fdd544 - 9c52,N,N,N,Y,,,0,87
276537626,2009-03-01,2009-03-11 16:29:51,7746361,http://en.wikipedia.org/w/index.php?&diff=276537626,276537626,2162,258,11,3,rein,FALSE," ( now part of lomond school ) , helensburgh ; the glasgow and west of",scotland, technical college ( which later became the [[ university of strathclyde ]] ) ;,N,N,N,N,,,-1,136
276537521,2009-03-01,2009-03-11 16:29:51,7746361,http://en.wikipedia.org/w/index.php?&diff=276537626,276537626,11188,254,11,3,out,FALSE," ( now part of lomond school ) , helensburgh ; the glasgow and west of",scotland, technical college ( which later became the university of strathclyde ) ; and the,N,N,N,N,,,-1,136
276537626,2009-03-01,2009-03-11 16:30:11,7746361,http://en.wikipedia.org/w/index.php?&diff=276537707,276537707,11182,234,10,8,out,TRUE," early years = = baird was born in [[ helensburgh , argyll ]] , [[",scotland, ]] . he was educated at larchfield academy ( now part of lomond school,N,Y,N,N,,,64,77
276537707,2009-03-01,2009-03-11 16:30:11,7746361,http://en.wikipedia.org/w/index.php?&diff=276537707,276537707,10,236,10,8,rein,TRUE," = = baird was born in [[ helensburgh ]] , [[ argyll ]] , [[",scotland, ]] . he was educated at larchfield academy ( now part of lomond school,N,Y,N,N,,,64,77
328031676,2009-11-01,2009-11-26 18:48:31,0|41.206.152.252,http://en.wikipedia.org/w/index.php?&diff=328080169,328080169,14301,184,13,18,out,TRUE, 13 august 1888 – 14 june 1946 ) was a scottish [ ( [ united,kingdom, | british ] ) ] [[ engineer ]] and [[ inventor ]] of the,Y,N,N,N,,,-1,-1
290140621,2009-05-01,2009-05-15 18:29:49,7746361,http://en.wikipedia.org/w/index.php?&diff=290140621,290140621,10,253,7,12,rein,TRUE," = = baird was born in [[ helensburgh ]] , [[ argyll ]] , [[",scotland, ]] . he was educated at larchfield academy ( now part of lomond school,N,Y,N,N,,,-1,77
328031676,2009-11-01,11/26/09 18:48,0|41.206.152.252,http://en.wikipedia.org/w/index.php?&diff=328080169,328080169,14302,186,13,18,out,TRUE, 1888 – 14 june 1946 ) was a scottish [ ( [ united kingdom |,british, ] ) ] [[ engineer ]] and [[ inventor ]] of the world ',Y,N,N,N,,,-1,-1
327290011,2009-11-01,2009-11-22 14:21:23,7082942,http://en.wikipedia.org/w/index.php?&diff=327290011,327290011,14310,4655,17,12,ins,TRUE, 1888 births ]] [[ category : 1946 deaths ]] [[ category : 20th - century,british, people ]] [[ category : people from argyll and bute ]] [[ category :,Y,N,N,N,,,-1,-1
328080169,2009-11-01,11/27/09 8:20,394460,http://en.wikipedia.org/w/index.php?&diff=328176707,328176707,14310,4658,29,46,out,TRUE, 1888 births ]] [[ category : 1946 deaths ]] [[ category : 20th - century,british, people ]] [[ category : people from argyll and bute ]] [[ category :,Y,N,N,N,,,-1,-1
319812921,2009-10-01,2009-10-14 14:20:08,0|92.41.164.183,http://en.wikipedia.org/w/index.php?&diff=319813431,319813431,10560,59,1,312,out,TRUE," august 1888 | birth _ place = [[ helensburgh ]] , [[ dunbartonshire ]] ,",scotland, | death _ date = {{ death date and age | 1946 | 6,N,Y,N,Y,,,-1,-1
328390306,2009-11-01,11/28/09 15:12,7082942,http://en.wikipedia.org/w/index.php?&diff=328390306,328390306,14310,4658,46,29,rein,TRUE, 1888 births ]] [[ category : 1946 deaths ]] [[ category : 20th - century,british, people ]] [[ category : people from argyll and bute ]] [[ category :,Y,N,N,N,,,-1,-1
319812921,2009-10-01,2009-10-14 14:20:08,0|92.41.164.183,http://en.wikipedia.org/w/index.php?&diff=319813431,319813431,10,276,1,312,out,TRUE," years = = baird was born in [[ helensburgh ]] , [[ argyll ]] ,",scotland, . he was educated at [[ larchfield academy ]] ( now part of [[,N,Y,N,Y,,,-1,-1
319812921,2009-10-01,2009-10-14 14:20:08,0|92.41.164.183,http://en.wikipedia.org/w/index.php?&diff=319813431,319813431,2162,307,1,312,out,TRUE," school ]] ) , helensburgh ; for eight years at the glasgow and west of",scotland, technical college ( now the [[ university of strathclyde ]] ) ; and the,N,N,N,Y,,,-1,-1
328390306,2009-11-01,11/28/09 15:13,7082942,http://en.wikipedia.org/w/index.php?&diff=328390386,328390386,14310,4658,29,46,out,TRUE, 1888 births ]] [[ category : 1946 deaths ]] [[ category : 20th - century,british, people ]] [[ category : people from argyll and bute ]] [[ category :,Y,N,N,N,,,-1,-1
319814729,2009-10-01,2009-10-14 14:28:30,1483333,http://en.wikipedia.org/w/index.php?&diff=319814729,319814729,10560,59,306,51,rein,TRUE," august 1888 | birth _ place = [[ helensburgh ]] , [[ dunbartonshire ]] ,",scotland, | death _ date = {{ death date and age | 1946 | 6,N,Y,N,Y,,,-1,-1
296640762,2009-06-01,2009-06-15 22:50:43,394460,http://en.wikipedia.org/w/index.php?&diff=296640762,296640762,12547,3772,9,0,ins,FALSE, 1888 births ]] [[ category : 1946 deaths ]] [[ category : 20th - century,scottish, people ]] [[ category : people from argyll and bute ]] [[ category :,Y,N,N,N,Question,YES,-1,-1
319814729,2009-10-01,2009-10-14 14:28:30,1483333,http://en.wikipedia.org/w/index.php?&diff=319814729,319814729,10,272,306,51,rein,TRUE," years = = baird was born in [[ helensburgh ]] , [[ argyll ]] ,",scotland, . he was educated at [[ larchfield academy ]] ( now part of [[,N,Y,N,Y,,,-1,-1
319814729,2009-10-01,2009-10-14 14:28:30,1483333,http://en.wikipedia.org/w/index.php?&diff=319814729,319814729,2162,299,306,51,rein,TRUE," part of [[ lomond school ]] ) , helensburgh ; the glasgow and west of",scotland, technical college ( which later became the [[ university of strathclyde ]] ) ;,N,N,N,Y,,,-1,-1
326732314,2009-11-01,11/22/09 14:21,7082942,http://en.wikipedia.org/w/index.php?&diff=327290011,327290011,12547,4650,17,12,out,TRUE, 1888 births ]] [[ category : 1946 deaths ]] [[ category : 20th - century,scottish, people ]] [[ category : people from argyll and bute ]] [[ category :,Y,N,N,N,,,-1,-1
324438287,2009-11-01,2009-11-07 10:08:29,10345701,http://en.wikipedia.org/w/index.php?&diff=324438287,324438287,14224,3575,4,0,in,TRUE," is buried with his mother , father and wife in helensburgh cemetery , dunbartonshire ,",scotland, . = = legacy = = tv now spans the globe and is the,N,N,N,N,,,-1,105
326732314,2009-11-01,2009-11-22 14:21:23,7082942,http://en.wikipedia.org/w/index.php?&diff=327290011,327290011,10560,59,17,12,out,TRUE," 1888 | birth _ place = [[ helensburgh ]] , [[ dunbartonshire ]] , [[",scotland, ]] | death _ date = {{ death date and age | 1946 |,N,Y,N,N,,,-1,75
328176707,2009-11-01,11/27/09 8:20,394460,http://en.wikipedia.org/w/index.php?&diff=328176707,328176707,12547,4657,29,46,rein,TRUE, 1888 births ]] [[ category : 1946 deaths ]] [[ category : 20th - century,scottish, people ]] [[ category : people from helensburgh ]] [[ category : scottish engineers,Y,N,N,N,,,-1,-1
326732314,2009-11-01,2009-11-22 14:21:23,7082942,http://en.wikipedia.org/w/index.php?&diff=327290011,327290011,10,287,17,12,out,TRUE," years = = baird was born in [[ helensburgh ]] , [[ argyll ]] ,",scotland, . he was educated at [[ larchfield academy ]] ( now part of [[,N,Y,N,N,,,64,77
326732314,2009-11-01,2009-11-22 14:21:23,7082942,http://en.wikipedia.org/w/index.php?&diff=327290011,327290011,14224,3589,17,12,out,TRUE," is buried with his mother , father and wife in helensburgh cemetery , dunbartonshire ,",scotland, . = = legacy = = tv now spans the globe and is the,N,N,N,N,,,-1,105
328176707,2009-11-01,11/28/09 15:12,7082942,http://en.wikipedia.org/w/index.php?&diff=328390306,328390306,12547,4657,46,29,out,TRUE, 1888 births ]] [[ category : 1946 deaths ]] [[ category : 20th - century,scottish, people ]] [[ category : people from helensburgh ]] [[ category : scottish engineers,Y,N,N,N,,,-1,-1
327378078,2009-11-01,2009-11-23 00:10:35,0|41.206.154.213,http://en.wikipedia.org/w/index.php?&diff=327378078,327378078,14315,58,6,3,in,TRUE," 1888 | birth _ place = [[ helensburgh ]] , [[ dunbartonshire ]] , [[",scotland," ]] , [[ united kingdom ]] | death _ date = {{ death date",N,Y,N,N,,,82,110
328390386,2009-11-01,11/28/09 15:13,7082942,http://en.wikipedia.org/w/index.php?&diff=328390386,328390386,12547,4657,29,46,rein,TRUE, 1888 births ]] [[ category : 1946 deaths ]] [[ category : 20th - century,scottish, people ]] [[ category : people from helensburgh ]] [[ category : scottish engineers,Y,N,N,N,,,-1,-1
327378078,2009-11-01,2009-11-23 17:17:36,7082942,http://en.wikipedia.org/w/index.php?&diff=327500955,327500955,14315,58,3,6,out,TRUE," 1888 | birth _ place = [[ helensburgh ]] , [[ dunbartonshire ]] , [[",scotland," ]] , [[ united kingdom ]] | death _ date = {{ death date",N,Y,N,N,,,82,110
358077863,2010-04-01,4/26/10 7:20,214427,http://en.wikipedia.org/w/index.php?&diff=358361607,358361607,12547,4655,0,9,out,FALSE, 1888 births ]] [[ category : 1946 deaths ]] [[ category : 20th - century,scottish, people ]] [[ category : people from helensburgh ]] [[ category : scottish engineers,Y,N,N,N,,,-1,-1
382797106,2010-09-01,9/4/10 02:28,139104,http://en.wikipedia.org/w/index.php?&diff=382797106,382797106,12547,4632,17,88,rein,FALSE, 1888 births ]] [[ category : 1946 deaths ]] [[ category : 20th - century,scottish, people ]] [[ category : people from helensburgh ]] [[ category : scottish engineers,Y,N,N,N,Question/Cleaning,YES,-1,-1
